run_id,exploration_elapsed_s,newly_explored_area_m2,path_length_m,area_per_meter,goals_seen,goals_succeeded,goals_aborted,goals_canceled,goal_success_rate
frontier_baseline_01,299.841,18.425000549107793,12.433792272896696,1.4818488313714868,11,11,0,0,1.0
frontier_baseline_02,299.874,18.562500553205613,15.795200078711401,1.1751988237378486,11,11,0,0,1.0
frontier_baseline_03,299.86199999999997,18.56500055328012,18.343073481785282,1.012098685191182,12,12,0,0,1.0
frontier_baseline_04,299.916,18.515000551790003,13.487629590473912,1.3727394000252526,10,10,0,0,1.0
frontier_baseline_05,299.93399999999997,18.515000551790003,16.250905699006996,1.13932114890811,9,9,0,0,1.0
